SR_WL,S2A_SR_AV_B1,S2A_SR_AV_B2,S2A_SR_AV_B3,S2A_SR_AV_B4,S2A_SR_AV_B5,S2A_SR_AV_B6,S2A_SR_AV_B7,S2A_SR_AV_B8,S2A_SR_AV_B8A,S2A_SR_AV_B9,S2A_SR_AV_B10,S2A_SR_AV_B11,S2A_SR_AV_B12,,,,,,,,,,,,,,,,,,,,
570,0,0,0.79843025,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
571,0,0,0.812670975,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
572,0,0,0.827562775,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
573,0,0,0.833542125,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
574,0,0,0.832832135,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
575,0,0,0.8112397,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
576,0,0,0.72504736,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
577,0,0,0.54232635,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
578,0,0,0.325675655,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
579,0,0,0.171537815,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
580,0,0,0.083027205,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
581,0,0,0.036788095,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
582,0,0,0.01182299,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
583,0,0,0.00054294,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
584,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
585,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
586,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
587,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
588,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
589,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
590,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
591,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
592,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
593,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
594,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
595,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
596,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
597,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
598,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
599,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
600,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
601,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
602,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
603,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
604,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
605,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
606,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
607,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
608,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
609,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
610,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
611,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
612,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
613,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
614,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
615,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
616,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
617,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
618,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
619,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
620,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
621,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
622,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
623,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
624,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
625,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
626,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
627,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
628,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
629,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
630,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
631,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
632,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
633,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
634,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
635,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
636,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
637,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
638,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
639,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
640,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
641,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
642,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
643,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
644,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
645,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
646,0,0,0,0.003204395,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
647,0,0,0,0.026164005,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
648,0,0,0,0.117781525,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
649,0,0,0,0.36204508,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
650,0,0,0,0.67386395,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
651,0,0,0,0.87548923,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
652,0,0,0,0.94582064,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
653,0,0,0,0.95792718,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
654,0,0,0,0.958385835,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
655,0,0,0,0.951485735,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
656,0,0,0,0.94460147,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
657,0,0,0,0.93573549,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
658,0,0,0,0.918705645,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
659,0,0,0,0.88914176,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
660,0,0,0,0.859105325,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
661,0,0,0,0.840283845,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
662,0,0,0,0.83547493,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
663,0,0,0,0.844501165,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
664,0,0,0,0.86265125,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
665,0,0,0,0.883044125,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
666,0,0,0,0.90233756,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
667,0,0,0,0.921951955,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
668,0,0,0,0.93920064,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
669,0,0,0,0.955693835,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
670,0,0,0,0.9665463,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
671,0,0,0,0.97149701,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
672,0,0,0,0.96934486,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
673,0,0,0,0.962963845,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
674,0,0,0,0.95645204,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
675,0,0,0,0.9497757,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
676,0,0,0,0.938393725,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
677,0,0,0,0.9184247,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
678,0,0,0,0.8651513,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
679,0,0,0,0.72092695,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
680,0,0,0,0.48580661,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
681,0,0,0,0.25423237,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
682,0,0,0,0.094509165,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
683,0,0,0,0.028228885,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
684,0,0,0,0.00581312,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
685,0,0,0,0.00043574,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
686,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
687,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
688,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
689,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
690,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
691,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
692,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
693,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
694,0,0,0,0,0.005213095,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
695,0,0,0,0,0.04274806,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
696,0,0,0,0,0.169153115,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
697,0,0,0,0,0.47047238,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
698,0,0,0,0,0.816006175,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
699,0,0,0,0,0.969583425,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
700,0,0,0,0,0.99496975,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
701,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
702,0,0,0,0,0.994625665,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
703,0,0,0,0,0.985366225,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
704,0,0,0,0,0.973070655,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
705,0,0,0,0,0.95941684,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
706,0,0,0,0,0.942951435,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
707,0,0,0,0,0.92251576,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
708,0,0,0,0,0.90572931,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
709,0,0,0,0,0.880034485,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
710,0,0,0,0,0.778032015,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
711,0,0,0,0,0.545345515,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
712,0,0,0,0,0.221462605,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
713,0,0,0,0,0.04527451,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
714,0,0,0,0,0.004296795,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
715,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
716,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
717,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
718,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
719,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
720,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
721,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
722,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
723,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
724,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
725,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
726,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
727,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
728,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
729,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
730,0,0,0,0,0,0.00869872,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
731,0,0,0,0,0,0.05368417,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
732,0,0,0,0,0,0.220193185,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
733,0,0,0,0,0,0.51987436,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
734,0,0,0,0,0,0.77620238,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
735,0,0,0,0,0,0.90390754,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
736,0,0,0,0,0,0.912458405,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
737,0,0,0,0,0,0.923214545,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
738,0,0,0,0,0,0.94405943,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
739,0,0,0,0,0,0.964175455,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
740,0,0,0,0,0,0.97663968,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
741,0,0,0,0,0,0.98404943,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
742,0,0,0,0,0,0.99363433,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
743,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
744,0,0,0,0,0,0.980121975,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
745,0,0,0,0,0,0.895587095,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
746,0,0,0,0,0,0.68437375,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
747,0,0,0,0,0,0.35040871,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
748,0,0,0,0,0,0.107517315,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
749,0,0,0,0,0,0.01337845,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
750,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
751,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
752,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
753,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
754,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
755,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
756,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
757,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
758,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
759,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
760,0,0,0,0,0,0,0,0.000336295,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
761,0,0,0,0,0,0,0,0.00194428,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
762,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
763,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
764,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
765,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
766,0,0,0,0,0,0,0.00518645,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
767,0,0,0,0,0,0,0.018774605,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
768,0,0,0,0,0,0,0.056202045,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
769,0,0,0,0,0,0,0.12968002,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
770,0,0,0,0,0,0,0.246037655,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
771,0,0,0,0,0,0,0.391878345,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
772,0,0,0,0,0,0,0.5392767,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
773,0,0,0,0,0,0,0.67014142,0.00014478,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
774,0,0,0,0,0,0,0.80038325,0.0037014,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
775,0,0,0,0,0,0,0.908244435,0.01024421,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
776,0,0,0,0,0,0,0.967429985,0.02447213,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
777,0,0,0,0,0,0,0.98874295,0.0407364,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
778,0,0,0,0,0,0,0.999489605,0.066501635,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
779,0,0,0,0,0,0,0.998910785,0.106620485,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
780,0,0,0,0,0,0,0.980340835,0.17231165,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
781,0,0,0,0,0,0,0.94530926,0.279737395,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
782,0,0,0,0,0,0,0.906124485,0.429307275,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
783,0,0,0,0,0,0,0.872648845,0.60042817,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
784,0,0,0,0,0,0,0.8509793,0.74939636,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
785,0,0,0,0,0,0,0.83791144,0.85328024,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
786,0,0,0,0,0,0,0.83062323,0.914854705,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
787,0,0,0,0,0,0,0.82207943,0.94845344,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
788,0,0,0,0,0,0,0.79955876,0.968215405,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
789,0,0,0,0,0,0,0.743896755,0.981628835,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
790,0,0,0,0,0,0,0.63489402,0.98394395,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
791,0,0,0,0,0,0,0.4763994,0.977668065,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
792,0,0,0,0,0,0,0.32765913,0.969193575,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
793,0,0,0,0,0,0,0.213659055,0.968473215,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
794,0,0,0,0,0,0,0.11603121,0.97027232,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
795,0,0,0,0,0,0,0.04925141,0.9761945,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
796,0,0,0,0,0,0,0.013682755,0.97871619,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
797,0,0,0,0,0,0,0.002581175,0.98115358,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
798,0,0,0,0,0,0,0,0.97657192,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
799,0,0,0,0,0,0,0,0.97172482,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
800,0,0,0,0,0,0,0,0.9673305,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
801,0,0,0,0,0,0,0,0.961875765,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
802,0,0,0,0,0,0,0,0.959953435,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
803,0,0,0,0,0,0,0,0.962350945,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
804,0,0,0,0,0,0,0,0.96297249,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
805,0,0,0,0,0,0,0,0.963787095,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
806,0,0,0,0,0,0,0,0.95808698,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
807,0,0,0,0,0,0,0,0.94925382,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
808,0,0,0,0,0,0,0,0.93575299,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
809,0,0,0,0,0,0,0,0.92069822,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
810,0,0,0,0,0,0,0,0.90371433,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
811,0,0,0,0,0,0,0,0.88641238,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
812,0,0,0,0,0,0,0,0.869436575,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
813,0,0,0,0,0,0,0,0.854307695,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
814,0,0,0,0,0,0,0,0.841045145,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
815,0,0,0,0,0,0,0,0.82690589,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
816,0,0,0,0,0,0,0,0.807727195,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
817,0,0,0,0,0,0,0,0.79158939,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
818,0,0,0,0,0,0,0,0.774826935,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
819,0,0,0,0,0,0,0,0.75877618,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
820,0,0,0,0,0,0,0,0.745948465,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
821,0,0,0,0,0,0,0,0.733115985,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
822,0,0,0,0,0,0,0,0.72527808,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
823,0,0,0,0,0,0,0,0.718639815,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
824,0,0,0,0,0,0,0,0.72245287,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
825,0,0,0,0,0,0,0,0.72655035,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
826,0,0,0,0,0,0,0,0.731247615,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
827,0,0,0,0,0,0,0,0.736838175,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
828,0,0,0,0,0,0,0,0.739635125,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
829,0,0,0,0,0,0,0,0.74140972,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
830,0,0,0,0,0,0,0,0.74562633,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
831,0,0,0,0,0,0,0,0.74325666,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
832,0,0,0,0,0,0,0,0.74166877,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
833,0,0,0,0,0,0,0,0.74219371,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
834,0,0,0,0,0,0,0,0.744543825,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
835,0,0,0,0,0,0,0,0.74943201,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
836,0,0,0,0,0,0,0,0.75628603,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
837,0,0,0,0,0,0,0,0.76486665,0.000150485,0,0,0,0,,,,,,,,,,,,,,,,,,,,
838,0,0,0,0,0,0,0,0.774596755,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
839,0,0,0,0,0,0,0,0.781463725,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
840,0,0,0,0,0,0,0,0.7864913,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
