SR_WL,S2A_SR_AV_B1,S2A_SR_AV_B2,S2A_SR_AV_B3,S2A_SR_AV_B4,S2A_SR_AV_B5,S2A_SR_AV_B6,S2A_SR_AV_B7,S2A_SR_AV_B8,S2A_SR_AV_B8A,S2A_SR_AV_B9,S2A_SR_AV_B10,S2A_SR_AV_B11,S2A_SR_AV_B12,,,,,,,,,,,,,,,,,,,,
841,0,0,0,0,0,0,0,0.7858537,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
842,0,0,0,0,0,0,0,0.7835344,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
843,0,0,0,0,0,0,0,0.77699052,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
844,0,0,0,0,0,0,0,0.76892609,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
845,0,0,0,0,0,0,0,0.760208015,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
846,0,0,0,0,0,0,0,0.748401545,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
847,0,0,0,0,0,0,0,0.737719895,0.000786085,0,0,0,0,,,,,,,,,,,,,,,,,,,,
848,0,0,0,0,0,0,0,0.723997305,0.002087045,0,0,0,0,,,,,,,,,,,,,,,,,,,,
849,0,0,0,0,0,0,0,0.71151429,0.01467134,0,0,0,0,,,,,,,,,,,,,,,,,,,,
850,0,0,0,0,0,0,0,0.697131525,0.029203665,0,0,0,0,,,,,,,,,,,,,,,,,,,,
851,0,0,0,0,0,0,0,0.67972493,0.063028735,0,0,0,0,,,,,,,,,,,,,,,,,,,,
852,0,0,0,0,0,0,0,0.66292243,0.138360695,0,0,0,0,,,,,,,,,,,,,,,,,,,,
853,0,0,0,0,0,0,0,0.645789405,0.283518985,0,0,0,0,,,,,,,,,,,,,,,,,,,,
854,0,0,0,0,0,0,0,0.629889825,0.483224985,0,0,0,0,,,,,,,,,,,,,,,,,,,,
855,0,0,0,0,0,0,0,0.61595268,0.70299315,0,0,0,0,,,,,,,,,,,,,,,,,,,,
856,0,0,0,0,0,0,0,0.604724555,0.877040355,0,0,0,0,,,,,,,,,,,,,,,,,,,,
857,0,0,0,0,0,0,0,0.59482122,0.956636275,0,0,0,0,,,,,,,,,,,,,,,,,,,,
858,0,0,0,0,0,0,0,0.587167855,0.979762085,0,0,0,0,,,,,,,,,,,,,,,,,,,,
859,0,0,0,0,0,0,0,0.581123935,0.98501354,0,0,0,0,,,,,,,,,,,,,,,,,,,,
860,0,0,0,0,0,0,0,0.576240525,0.987252315,0,0,0,0,,,,,,,,,,,,,,,,,,,,
861,0,0,0,0,0,0,0,0.57045572,0.986609285,0,0,0,0,,,,,,,,,,,,,,,,,,,,
862,0,0,0,0,0,0,0,0.56357778,0.98803914,0,0,0,0,,,,,,,,,,,,,,,,,,,,
863,0,0,0,0,0,0,0,0.56126519,0.98736106,0,0,0,0,,,,,,,,,,,,,,,,,,,,
864,0,0,0,0,0,0,0,0.55615543,0.987235315,0,0,0,0,,,,,,,,,,,,,,,,,,,,
865,0,0,0,0,0,0,0,0.55327338,0.9867554,0,0,0,0,,,,,,,,,,,,,,,,,,,,
866,0,0,0,0,0,0,0,0.55039401,0.98822524,0,0,0,0,,,,,,,,,,,,,,,,,,,,
867,0,0,0,0,0,0,0,0.550918665,0.986910955,0,0,0,0,,,,,,,,,,,,,,,,,,,,
868,0,0,0,0,0,0,0,0.550697875,0.985347,0,0,0,0,,,,,,,,,,,,,,,,,,,,
869,0,0,0,0,0,0,0,0.551644585,0.98020654,0,0,0,0,,,,,,,,,,,,,,,,,,,,
870,0,0,0,0,0,0,0,0.554146295,0.97575715,0,0,0,0,,,,,,,,,,,,,,,,,,,,
871,0,0,0,0,0,0,0,0.55560499,0.96970776,0,0,0,0,,,,,,,,,,,,,,,,,,,,
872,0,0,0,0,0,0,0,0.55635254,0.94398207,0,0,0,0,,,,,,,,,,,,,,,,,,,,
873,0,0,0,0,0,0,0,0.556568885,0.84980237,0,0,0,0,,,,,,,,,,,,,,,,,,,,
874,0,0,0,0,0,0,0,0.55530711,0.66828272,0,0,0,0,,,,,,,,,,,,,,,,,,,,
875,0,0,0,0,0,0,0,0.55319253,0.432773915,0,0,0,0,,,,,,,,,,,,,,,,,,,,
876,0,0,0,0,0,0,0,0.54964144,0.2170734,0,0,0,0,,,,,,,,,,,,,,,,,,,,
877,0,0,0,0,0,0,0,0.54584992,0.09545659,0,0,0,0,,,,,,,,,,,,,,,,,,,,
878,0,0,0,0,0,0,0,0.544487745,0.04041422,0,0,0,0,,,,,,,,,,,,,,,,,,,,
879,0,0,0,0,0,0,0,0.542934085,0.01936491,0,0,0,0,,,,,,,,,,,,,,,,,,,,
880,0,0,0,0,0,0,0,0.543718835,0.00610628,0,0,0,0,,,,,,,,,,,,,,,,,,,,
881,0,0,0,0,0,0,0,0.545331725,0.000540745,0,0,0,0,,,,,,,,,,,,,,,,,,,,
882,0,0,0,0,0,0,0,0.547964785,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
883,0,0,0,0,0,0,0,0.54931047,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
884,0,0,0,0,0,0,0,0.54711631,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
885,0,0,0,0,0,0,0,0.53931192,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
886,0,0,0,0,0,0,0,0.52606717,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
887,0,0,0,0,0,0,0,0.50581603,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
888,0,0,0,0,0,0,0,0.48231262,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
889,0,0,0,0,0,0,0,0.45953311,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
890,0,0,0,0,0,0,0,0.441336635,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
891,0,0,0,0,0,0,0,0.427496705,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
892,0,0,0,0,0,0,0,0.421080975,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
893,0,0,0,0,0,0,0,0.42256349,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
894,0,0,0,0,0,0,0,0.427312265,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
895,0,0,0,0,0,0,0,0.43000315,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
896,0,0,0,0,0,0,0,0.42377589,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
897,0,0,0,0,0,0,0,0.39679731,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
898,0,0,0,0,0,0,0,0.3465131,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
899,0,0,0,0,0,0,0,0.28256646,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
900,0,0,0,0,0,0,0,0.21577554,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
901,0,0,0,0,0,0,0,0.152184625,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
902,0,0,0,0,0,0,0,0.100023635,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
903,0,0,0,0,0,0,0,0.06327844,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
904,0,0,0,0,0,0,0,0.040398745,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
905,0,0,0,0,0,0,0,0.025101915,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
906,0,0,0,0,0,0,0,0.015324855,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
907,0,0,0,0,0,0,0,0.00505094,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
908,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
909,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
910,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
911,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
912,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
913,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
914,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
915,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
916,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
917,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
918,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
919,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
920,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
921,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
922,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
923,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
924,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
925,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
926,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
927,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
928,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
929,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
930,0,0,0,0,0,0,0,0,0,0.0060668,0,0,0,,,,,,,,,,,,,,,,,,,,
931,0,0,0,0,0,0,0,0,0,0.023043835,0,0,0,,,,,,,,,,,,,,,,,,,,
932,0,0,0,0,0,0,0,0,0,0.08409783,0,0,0,,,,,,,,,,,,,,,,,,,,
933,0,0,0,0,0,0,0,0,0,0.21000109,0,0,0,,,,,,,,,,,,,,,,,,,,
934,0,0,0,0,0,0,0,0,0,0.390555975,0,0,0,,,,,,,,,,,,,,,,,,,,
935,0,0,0,0,0,0,0,0,0,0.613912485,0,0,0,,,,,,,,,,,,,,,,,,,,
936,0,0,0,0,0,0,0,0,0,0.79966622,0,0,0,,,,,,,,,,,,,,,,,,,,
937,0,0,0,0,0,0,0,0,0,0.9086213,0,0,0,,,,,,,,,,,,,,,,,,,,
938,0,0,0,0,0,0,0,0,0,0.94767033,0,0,0,,,,,,,,,,,,,,,,,,,,
939,0,0,0,0,0,0,0,0,0,0.97907863,0,0,0,,,,,,,,,,,,,,,,,,,,
940,0,0,0,0,0,0,0,0,0,0.993618675,0,0,0,,,,,,,,,,,,,,,,,,,,
941,0,0,0,0,0,0,0,0,0,0.99756345,0,0,0,,,,,,,,,,,,,,,,,,,,
942,0,0,0,0,0,0,0,0,0,0.99296863,0,0,0,,,,,,,,,,,,,,,,,,,,
943,0,0,0,0,0,0,0,0,0,0.97589683,0,0,0,,,,,,,,,,,,,,,,,,,,
944,0,0,0,0,0,0,0,0,0,0.969228745,0,0,0,,,,,,,,,,,,,,,,,,,,
945,0,0,0,0,0,0,0,0,0,0.98222975,0,0,0,,,,,,,,,,,,,,,,,,,,
946,0,0,0,0,0,0,0,0,0,0.968276605,0,0,0,,,,,,,,,,,,,,,,,,,,
947,0,0,0,0,0,0,0,0,0,0.968978635,0,0,0,,,,,,,,,,,,,,,,,,,,
948,0,0,0,0,0,0,0,0,0,0.94559798,0,0,0,,,,,,,,,,,,,,,,,,,,
949,0,0,0,0,0,0,0,0,0,0.931403725,0,0,0,,,,,,,,,,,,,,,,,,,,
950,0,0,0,0,0,0,0,0,0,0.90140848,0,0,0,,,,,,,,,,,,,,,,,,,,
951,0,0,0,0,0,0,0,0,0,0.89337388,0,0,0,,,,,,,,,,,,,,,,,,,,
952,0,0,0,0,0,0,0,0,0,0.81919847,0,0,0,,,,,,,,,,,,,,,,,,,,
953,0,0,0,0,0,0,0,0,0,0.68888295,0,0,0,,,,,,,,,,,,,,,,,,,,
954,0,0,0,0,0,0,0,0,0,0.489465395,0,0,0,,,,,,,,,,,,,,,,,,,,
955,0,0,0,0,0,0,0,0,0,0.27953674,0,0,0,,,,,,,,,,,,,,,,,,,,
956,0,0,0,0,0,0,0,0,0,0.120896275,0,0,0,,,,,,,,,,,,,,,,,,,,
957,0,0,0,0,0,0,0,0,0,0.03440334,0,0,0,,,,,,,,,,,,,,,,,,,,
958,0,0,0,0,0,0,0,0,0,0.00812798,0,0,0,,,,,,,,,,,,,,,,,,,,
959,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
960,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
961,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
962,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
963,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
964,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
965,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
966,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
967,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
968,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
969,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
970,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
971,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
972,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
973,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
974,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
975,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
976,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
977,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
978,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
979,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
980,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
981,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
982,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
983,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
984,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
985,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
986,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
987,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
988,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
989,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
990,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
991,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
992,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
993,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
994,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
995,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
996,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
997,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
998,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
999,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1001,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1002,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1003,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1004,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1005,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1006,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1007,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1008,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1009,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1010,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1011,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1012,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1013,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1014,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1015,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1016,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1017,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1018,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1019,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1020,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1021,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1022,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1023,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1024,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1025,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1026,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1027,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1028,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1029,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1030,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1031,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1032,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1033,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1034,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1035,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1036,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1037,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1038,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1039,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1040,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1041,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1042,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1043,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1044,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1045,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1046,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1047,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1048,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1049,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1050,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1051,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1052,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1053,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1054,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1055,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1056,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1057,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1058,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1059,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1060,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1061,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1062,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1063,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1064,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1065,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1066,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1067,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1068,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1069,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1070,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1071,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1072,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1073,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1074,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1075,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1076,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1077,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1078,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1079,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1080,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1081,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1082,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1083,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1084,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1085,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1086,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1087,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1088,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1089,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1090,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1091,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1092,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1093,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1094,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1095,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1096,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1097,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1098,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1099,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1100,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1101,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1102,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1103,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1104,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1105,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1106,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1107,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1108,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1109,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1110,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1111,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1112,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1113,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1114,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
