SR_WL,S2A_SR_AV_B1,S2A_SR_AV_B2,S2A_SR_AV_B3,S2A_SR_AV_B4,S2A_SR_AV_B5,S2A_SR_AV_B6,S2A_SR_AV_B7,S2A_SR_AV_B8,S2A_SR_AV_B8A,S2A_SR_AV_B9,S2A_SR_AV_B10,S2A_SR_AV_B11,S2A_SR_AV_B12,,,,,,,,
648,0,0,0,0.086532027,0,0,0,0,0,0,0,0,0,,,,,,,,
649,0,0,0,0.263893927,0,0,0,0,0,0,0,0,0,,,,,,,,
650,0,0,0,0.508375243,0,0,0,0,0,0,0,0,0,,,,,,,,
651,0,0,0,0.72175783,0,0,0,0,0,0,0,0,0,,,,,,,,
652,0,0,0,0.875621963,0,0,0,0,0,0,0,0,0,,,,,,,,
653,0,0,0,0.94797897,0,0,0,0,0,0,0,0,0,,,,,,,,
654,0,0,0,0.96046438,0,0,0,0,0,0,0,0,0,,,,,,,,
655,0,0,0,0.955926773,0,0,0,0,0,0,0,0,0,,,,,,,,
656,0,0,0,0.95041552,0,0,0,0,0,0,0,0,0,,,,,,,,
657,0,0,0,0.9422891,0,0,0,0,0,0,0,0,0,,,,,,,,
658,0,0,0,0.928353927,0,0,0,0,0,0,0,0,0,,,,,,,,
659,0,0,0,0.90689957,0,0,0,0,0,0,0,0,0,,,,,,,,
660,0,0,0,0.8858883,0,0,0,0,0,0,0,0,0,,,,,,,,
661,0,0,0,0.873148093,0,0,0,0,0,0,0,0,0,,,,,,,,
662,0,0,0,0.870612,0,0,0,0,0,0,0,0,0,,,,,,,,
663,0,0,0,0.877891343,0,0,0,0,0,0,0,0,0,,,,,,,,
664,0,0,0,0.892263013,0,0,0,0,0,0,0,0,0,,,,,,,,
665,0,0,0,0.9082999,0,0,0,0,0,0,0,0,0,,,,,,,,
666,0,0,0,0.92346117,0,0,0,0,0,0,0,0,0,,,,,,,,
667,0,0,0,0.938390867,0,0,0,0,0,0,0,0,0,,,,,,,,
668,0,0,0,0.951518813,0,0,0,0,0,0,0,0,0,,,,,,,,
669,0,0,0,0.964455577,0,0,0,0,0,0,0,0,0,,,,,,,,
670,0,0,0,0.973865803,0,0,0,0,0,0,0,0,0,,,,,,,,
671,0,0,0,0.97939327,0,0,0,0,0,0,0,0,0,,,,,,,,
672,0,0,0,0.979419867,0,0,0,0,0,0,0,0,0,,,,,,,,
673,0,0,0,0.97530923,0,0,0,0,0,0,0,0,0,,,,,,,,
674,0,0,0,0.970166147,0,0,0,0,0,0,0,0,0,,,,,,,,
675,0,0,0,0.96431074,0,0,0,0,0,0,0,0,0,,,,,,,,
676,0,0,0,0.954238543,0,0,0,0,0,0,0,0,0,,,,,,,,
677,0,0,0,0.93640541,0,0,0,0,0,0,0,0,0,,,,,,,,
678,0,0,0,0.894420033,0.00001367,0,0,0,0,0,0,0,0,,,,,,,,
679,0,0,0,0.788434123,4.69733E-05,0,0,0,0,0,0,0,0,,,,,,,,
680,0,0,0,0.609017523,4.78667E-05,0,0,0,0,0,0,0,0,,,,,,,,
681,0,0,0,0.398893227,0.0000489,0,0,0,0,0,0,0,0,,,,,,,,
682,0,0,0,0.202424143,5.19533E-05,0,0,0,0,0,0,0,0,,,,,,,,
683,0,0,0,0.08156667,0.00005529,0,0,0,0,0,0,0,0,,,,,,,,
684,0,0,0,0.028761107,5.58667E-05,0,0,0,0,0,0,0,0,,,,,,,,
685,0,0,0,0.01123328,0.00005866,0,0,0,0,0,0,0,0,,,,,,,,
686,0,0,0,0.00509425,6.25733E-05,0,0,0,0,0,0,0,0,,,,,,,,
687,0,0,0,0.002538237,6.59133E-05,0,0,0,0,0,0,0,0,,,,,,,,
688,0,0,0,0.001384903,6.97133E-05,0,0,0,0,0,0,0,0,,,,,,,,
689,0,0,0,0.000834177,7.86633E-05,0,0,0,0,0,0,0,0,,,,,,,,
690,0,0,0,0.000557927,9.02333E-05,0,0,0,0,0,0,0,0,,,,,,,,
691,0,0,0,0.00039142,0.0001069,0,0,0,0,0,0,0,0,,,,,,,,
692,0,0,0,0.000286057,0.000138793,0,0,0,0,0,0,0,0,,,,,,,,
693,0,0,0,0.000220227,0.000206117,0,0,0,0,0,0,0,0,,,,,,,,
694,0,0,0,0.000177507,0.003852603,0,0,0,0,0,0,0,0,,,,,,,,
695,0,0,0,0.000150873,0.029337713,0,0,0,0,0,0,0,0,,,,,,,,
696,0,0,0,0.00013135,0.115199127,0,0,0,0,0,0,0,0,,,,,,,,
697,0,0,0,0.00011658,0.32326528,0,0,0,0,0,0,0,0,,,,,,,,
698,0,0,0,0.00010567,0.58394128,0,0,0,0,0,0,0,0,,,,,,,,
699,0,0,0,0.00009951,0.768327853,0,0,0,0,0,0,0,0,,,,,,,,
700,0,0,0,0.0000939,0.897301457,0,0,0,0,0,0,0,0,,,,,,,,
701,0,0,0,0.00009148,0.97388993,0,0,0,0,0,0,0,0,,,,,,,,
702,0,0,0,9.08367E-05,0.98127879,0,0,0,0,0,0,0,0,,,,,,,,
703,0,0,0,0.00009145,0.977833343,0,0,0,0,0,0,0,0,,,,,,,,
704,0,0,0,0,0.973361733,0,0,0,0,0,0,0,0,,,,,,,,
705,0,0,0,0,0.966632067,0,0,0,0,0,0,0,0,,,,,,,,
706,0,0,0,0,0.956988923,0,0,0,0,0,0,0,0,,,,,,,,
707,0,0,0,0,0.94396925,0,0,0,0,0,0,0,0,,,,,,,,
708,0,0,0,0,0.933229373,0,0,0,0,0,0,0,0,,,,,,,,
709,0,0,0,0,0.917140157,0,0,0,0,0,0,0,0,,,,,,,,
710,0,0,0,0,0.85079301,0,0,0,0,0,0,0,0,,,,,,,,
711,0,0,0,0,0.69689701,0,0,0,0,0,0,0,0,,,,,,,,
712,0,0,0,0,0.478801257,7.35267E-05,0,0,0,0,0,0,0,,,,,,,,
713,0,0,0,0,0.33960587,8.23567E-05,0,0,0,0,0,0,0,,,,,,,,
714,0,0,0,0,0.240934967,7.67033E-05,0,0,0,0,0,0,0,,,,,,,,
715,0,0,0,0,0.13118031,7.21133E-05,0,0,0,0,0,0,0,,,,,,,,
716,0,0,0,0,0.04337065,0.00007116,0,0,0,0,0,0,0,,,,,,,,
717,0,0,0,0,0.011388703,7.09033E-05,0,0,0,0,0,0,0,,,,,,,,
718,0,0,0,0,0.00332529,7.18833E-05,0,0,0,0,0,0,0,,,,,,,,
719,0,0,0,0,0.0012591,7.61833E-05,0,0,0,0,0,0,0,,,,,,,,
720,0,0,0,0,0.000595557,8.14633E-05,0,0,0,0,0,0,0,,,,,,,,
721,0,0,0,0,0.000319753,9.17367E-05,0,0,0,0,0,0,0,,,,,,,,
722,0,0,0,0,0.00019371,0.000104377,0,0,0,0,0,0,0,,,,,,,,
723,0,0,0,0,0.000135167,0.000127897,0,0,0,0,0,0,0,,,,,,,,
724,0,0,0,0,0.00010552,0.00015782,0,0,0,0,0,0,0,,,,,,,,
725,0,0,0,0,8.69833E-05,0.000207687,0,0,0,0,0,0,0,,,,,,,,
726,0,0,0,0,0.00007518,0.000299917,0,0,0,0,0,0,0,,,,,,,,
727,0,0,0,0,6.76967E-05,0.00048703,0,0,0,0,0,0,0,,,,,,,,
728,0,0,0,0,6.30633E-05,0.000900473,0,0,0,0,0,0,0,,,,,,,,
729,0,0,0,0,6.04433E-05,0.001897683,0,0,0,0,0,0,0,,,,,,,,
730,0,0,0,0,5.63867E-05,0.010292407,0,0,0,0,0,0,0,,,,,,,,
731,0,0,0,0,5.49467E-05,0.04902723,0,0,0,0,0,0,0,,,,,,,,
732,0,0,0,0,5.25867E-05,0.19044529,0,0,0,0,0,0,0,,,,,,,,
733,0,0,0,0,0.00005063,0.47158466,0,0,0,0,0,0,0,,,,,,,,
734,0,0,0,0,5.04833E-05,0.748765987,0,0,0,0,0,0,0,,,,,,,,
735,0,0,0,0,5.07733E-05,0.907726307,0,0,0,0,0,0,0,,,,,,,,
736,0,0,0,0,2.13567E-05,0.931614313,0,0,0,0,0,0,0,,,,,,,,
737,0,0,0,0,0,0.9390686,0,0,0,0,0,0,0,,,,,,,,
738,0,0,0,0,0,0.955552517,0,0,0,0,0,0,0,,,,,,,,
739,0,0,0,0,0,0.97136321,0,0,0,0,0,0,0,,,,,,,,
740,0,0,0,0,0,0.98132122,0,0,0,0,0,0,0,,,,,,,,
741,0,0,0,0,0,0.987799483,0,0,0,0,0,0,0,,,,,,,,
742,0,0,0,0,0,0.995157217,0,0,0,0,0,0,0,,,,,,,,
743,0,0,0,0,0,0.99993175,0,0,0,0,0,0,0,,,,,,,,
744,0,0,0,0,0,0.986747983,0,0,0,0,0,0,0,,,,,,,,
745,0,0,0,0,0,0.929390233,0,0,0,0,0,0,0,,,,,,,,
746,0,0,0,0,0,0.78369284,0,0,0,0,0,0,0,,,,,,,,
747,0,0,0,0,0,0.537382983,0,0,0,0,0,0,0,,,,,,,,
748,0,0,0,0,0,0.306475923,0,0,0,0,0,0,0,,,,,,,,
749,0,0,0,0,0,0.14191295,0,0,0,0,0,0,0,,,,,,,,
750,0,0,0,0,0,0.053650993,0,0,0,0,0,0,0,,,,,,,,
751,0,0,0,0,0,0.018274637,0,0,0,0,0,0,0,,,,,,,,
752,0,0,0,0,0,0.006508307,0,0,0,0,0,0,0,,,,,,,,
753,0,0,0,0,0,0.002630437,2.42367E-05,0,0,0,0,0,0,,,,,,,,
754,0,0,0,0,0,0.001301367,3.84733E-05,0,0,0,0,0,0,,,,,,,,
755,0,0,0,0,0,0.00074141,3.99533E-05,0,0,0,0,0,0,,,,,,,,
756,0,0,0,0,0,0.00045246,4.21867E-05,0,0,0,0,0,0,,,,,,,,
757,0,0,0,0,0,0.000300407,4.47667E-05,0,0,0,0,0,0,,,,,,,,
758,0,0,0,0,0,0.00021343,4.82167E-05,0,0,0,0,0,0,,,,,,,,
759,0,0,0,0,0,0.000166797,5.11733E-05,0,0,0,0,0,0,,,,,,,,
760,0,0,0,0,0,0.000137507,0.00005567,0.000224197,0,0,0,0,0,,,,,,,,
761,0,0,0,0,0,0.000116267,6.23967E-05,0.00132398,0,0,0,0,0,,,,,,,,
762,0,0,0,0,0,0.000100797,7.17333E-05,0.000257337,0,0,0,0,0,,,,,,,,
763,0,0,0,0,0,9.32667E-05,0.0000842,0.00035741,0,0,0,0,0,,,,,,,,
764,0,0,0,0,0,8.75533E-05,0.00010351,0.000382083,0,0,0,0,0,,,,,,,,
765,0,0,0,0,0,8.69467E-05,0.000133637,0.00041623,0,0,0,0,0,,,,,,,,
766,0,0,0,0,0,8.42633E-05,0.00364259,0.000465803,0,0,0,0,0,,,,,,,,
767,0,0,0,0,0,0.00008634,0.01280322,0.000529793,0,0,0,0,0,,,,,,,,
768,0,0,0,0,0,9.33833E-05,0.03796941,0.000625313,0,0,0,0,0,,,,,,,,
769,0,0,0,0,0,0.000101867,0.087417167,0.000735113,0,0,0,0,0,,,,,,,,
770,0,0,0,0,0,0.00011237,0.166072263,0.00087585,0,0,0,0,0,,,,,,,,
771,0,0,0,0,0,0,0.266433517,0.00107926,0,0,0,0,0,,,,,,,,
772,0,0,0,0,0,0,0.37459395,0.001354863,0,0,0,0,0,,,,,,,,
773,0,0,0,0,0,0,0.492071077,0.001848337,0,0,0,0,0,,,,,,,,
774,0,0,0,0,0,0,0.641162203,0.004734347,0,0,0,0,0,,,,,,,,
775,0,0,0,0,0,0,0.80420389,0.009811857,0,0,0,0,0,,,,,,,,
776,0,0,0,0,0,0,0.932959827,0.020383143,0,0,0,0,0,,,,,,,,
777,0,0,0,0,0,0,0.987333467,0.032839093,0,0,0,0,0,,,,,,,,
778,0,0,0,0,0,0,0.999659737,0.052533483,0,0,0,0,0,,,,,,,,
779,0,0,0,0,0,0,0.997588987,0.082955517,0,0,0,0,0,,,,,,,,
780,0,0,0,0,0,0,0.983367023,0.13237857,0,0,0,0,0,,,,,,,,
781,0,0,0,0,0,0,0.957919987,0.213108027,0,0,0,0,0,,,,,,,,
782,0,0,0,0,0,0,0.929867017,0.32719018,0,0,0,0,0,,,,,,,,
783,0,0,0,0,0,0,0.90589755,0.46371194,0,0,0,0,0,,,,,,,,
784,0,0,0,0,0,0,0.890078883,0.593167827,0,0,0,0,0,,,,,,,,
785,0,0,0,0,0,0,0.879999287,0.701929207,0,0,0,0,0,,,,,,,,
786,0,0,0,0,0,0,0.87356286,0.7905088,0,0,0,0,0,,,,,,,,
787,0,0,0,0,0,0,0.866251913,0.861955573,0,0,0,0,0,,,,,,,,
788,0,0,0,0,0,0,0.84967771,0.91759432,0,0,0,0,0,,,,,,,,
789,0,0,0,0,0,0,0.81118659,0.954884007,0,0,0,0,0,,,,,,,,
790,0,0,0,0,0,0,0.737027437,0.973674183,0,0,0,0,0,,,,,,,,
791,0,0,0,0,0,0,0.62937866,0.978957013,0,0,0,0,0,,,,,,,,
792,0,0,0,0,0,0,0.52564858,0.977782677,0,0,0,0,0,,,,,,,,
793,0,0,0,0,0,0,0.430602733,0.978743637,0,0,0,0,0,,,,,,,,
794,0,0,0,0,0,0,0.316531853,0.980181547,0,0,0,0,0,,,,,,,,
795,0,0,0,0,0,0,0.192923847,0.983466243,0,0,0,0,0,,,,,,,,
796,0,0,0,0,0,0,0.086042367,0.983798997,0,0,0,0,0,,,,,,,,
797,0,0,0,0,0,0,0.029630177,0.983976627,0,0,0,0,0,,,,,,,,
798,0,0,0,0,0,0,0.009600473,0.978726287,0,0,0,0,0,,,,,,,,
799,0,0,0,0,0,0,0.004071707,0.973668903,0,0,0,0,0,,,,,,,,
800,0,0,0,0,0,0,0.00193382,0.968527493,0,0,0,0,0,,,,,,,,
801,0,0,0,0,0,0,0.000975593,0.961587487,0,0,0,0,0,,,,,,,,
802,0,0,0,0,0,0,0.000536,0.95680499,0,0,0,0,0,,,,,,,,
803,0,0,0,0,0,0,0.00032303,0.954499507,0,0,0,0,0,,,,,,,,
804,0,0,0,0,0,0,0.0002183,0.951142387,0,0,0,0,0,,,,,,,,
805,0,0,0,0,0,0,0.000158397,0.947610963,0,0,0,0,0,,,,,,,,
806,0,0,0,0,0,0,0.00012146,0.93975686,0,0,0,0,0,,,,,,,,
807,0,0,0,0,0,0,0.00009832,0.929305983,0,0,0,0,0,,,,,,,,
808,0,0,0,0,0,0,0.00008162,0.916091887,0,0,0,0,0,,,,,,,,
809,0,0,0,0,0,0,7.10667E-05,0.902090677,0,0,0,0,0,,,,,,,,
810,0,0,0,0,0,0,6.27133E-05,0.886733863,0,0,0,0,0,,,,,,,,
811,0,0,0,0,0,0,5.65667E-05,0.871386067,0,0,0,0,0,,,,,,,,
812,0,0,0,0,0,0,0.00005271,0.85588098,0,0,0,0,0,,,,,,,,
813,0,0,0,0,0,0,4.99267E-05,0.841830363,0,0,0,0,0,,,,,,,,
814,0,0,0,0,0,0,4.67967E-05,0.82940232,0,0,0,0,0,,,,,,,,
815,0,0,0,0,0,0,0.00004636,0.816088317,0,0,0,0,0,,,,,,,,
816,0,0,0,0,0,0,0.00004442,0.799666603,0,0,0,0,0,,,,,,,,
817,0,0,0,0,0,0,0,0.78519422,0,0,0,0,0,,,,,,,,
818,0,0,0,0,0,0,0,0.770722477,0,0,0,0,0,,,,,,,,
819,0,0,0,0,0,0,0,0.75701668,0,0,0,0,0,,,,,,,,
820,0,0,0,0,0,0,0,0.745829277,0,0,0,0,0,,,,,,,,
821,0,0,0,0,0,0,0,0.734276837,0,0,0,0,0,,,,,,,,
822,0,0,0,0,0,0,0,0.726238923,0,0,0,0,0,,,,,,,,
823,0,0,0,0,0,0,0,0.719389207,0,0,0,0,0,,,,,,,,
824,0,0,0,0,0,0,0,0.720404893,0,0,0,0,0,,,,,,,,
825,0,0,0,0,0,0,0,0.721671967,0,0,0,0,0,,,,,,,,
826,0,0,0,0,0,0,0,0.723533533,0,0,0,0,0,,,,,,,,
827,0,0,0,0,0,0,0,0.72619708,0,0,0,0,0,,,,,,,,
828,0,0,0,0,0,0,0,0.727052907,0,0,0,0,0,,,,,,,,
829,0,0,0,0,0,0,0,0.727518843,0,0,0,0,0,,,,,,,,
830,0,0,0,0,0,0,0,0.72962085,0,0,0,0,0,,,,,,,,
831,0,0,0,0,0,0,0,0.727484433,0,0,0,0,0,,,,,,,,
832,0,0,0,0,0,0,0,0.725880873,0,0,0,0,0,,,,,,,,
833,0,0,0,0,0,0,0,0.725883173,0,0,0,0,0,,,,,,,,
834,0,0,0,0,0,0,0,0.727427573,0.00004695,0,0,0,0,,,,,,,,
835,0,0,0,0,0,0,0,0.73062763,5.52733E-05,0,0,0,0,,,,,,,,
836,0,0,0,0,0,0,0,0.735587523,5.65233E-05,0,0,0,0,,,,,,,,
837,0,0,0,0,0,0,0,0.741914597,0.000160283,0,0,0,0,,,,,,,,
838,0,0,0,0,0,0,0,0.749084737,0.00006388,0,0,0,0,,,,,,,,
839,0,0,0,0,0,0,0,0.75450931,6.66067E-05,0,0,0,0,,,,,,,,
840,0,0,0,0,0,0,0,0.758700743,7.11533E-05,0,0,0,0,,,,,,,,
841,0,0,0,0,0,0,0,0.758223853,7.66067E-05,0,0,0,0,,,,,,,,
842,0,0,0,0,0,0,0,0.756715057,0.00008558,0,0,0,0,,,,,,,,
843,0,0,0,0,0,0,0,0.751828547,0.00010024,0,0,0,0,,,,,,,,
844,0,0,0,0,0,0,0,0.745476703,0.000115973,0,0,0,0,,,,,,,,
845,0,0,0,0,0,0,0,0.73838443,0.00014364,0,0,0,0,,,,,,,,
846,0,0,0,0,0,0,0,0.72867119,0.000190197,0,0,0,0,,,,,,,,
847,0,0,0,0,0,0,0,0.719439343,0.000798133,0,0,0,0,,,,,,,,
848,0,0,0,0,0,0,0,0.707794323,0.001827743,0,0,0,0,,,,,,,,
849,0,0,0,0,0,0,0,0.69704774,0.010510097,0,0,0,0,,,,,,,,
850,0,0,0,0,0,0,0,0.684987527,0.0208358,0,0,0,0,,,,,,,,
851,0,0,0,0,0,0,0,0.67077991,0.044957533,0,0,0,0,,,,,,,,
852,0,0,0,0,0,0,0,0.657393637,0.099523167,0,0,0,0,,,,,,,,
853,0,0,0,0,0,0,0,0.64361048,0.208468723,0,0,0,0,,,,,,,,
854,0,0,0,0,0,0,0,0.631309723,0.3694079,0,0,0,0,,,,,,,,
855,0,0,0,0,0,0,0,0.620261607,0.573568377,0,0,0,0,,,,,,,,
856,0,0,0,0,0,0,0,0.611039153,0.77825022,0,0,0,0,,,,,,,,
857,0,0,0,0,0,0,0,0.602999613,0.918429573,0,0,0,0,,,,,,,,
858,0,0,0,0,0,0,0,0.596079313,0.978415537,0,0,0,0,,,,,,,,
859,0,0,0,0,0,0,0,0.590509293,0.990009027,0,0,0,0,,,,,,,,
860,0,0,0,0,0,0,0,0.58537535,0.990658467,0,0,0,0,,,,,,,,
861,0,0,0,0,0,0,0,0.57931774,0.987312647,0,0,0,0,,,,,,,,
862,0,0,0,0,0,0,0,0.57247385,0.984478343,0,0,0,0,,,,,,,,
863,0,0,0,0,0,0,0,0.56833983,0.980873687,0,0,0,0,,,,,,,,
864,0,0,0,0,0,0,0,0.562661153,0.979488607,0,0,0,0,,,,,,,,
865,0,0,0,0,0,0,0,0.558332023,0.979246013,0,0,0,0,,,,,,,,
866,0,0,0,0,0,0,0,0.554056747,0.980493133,0,0,0,0,,,,,,,,
867,0,0,0,0,0,0,0,0.55236049,0.97887388,0,0,0,0,,,,,,,,
868,0,0,0,0,0,0,0,0.550199813,0.975659333,0,0,0,0,,,,,,,,
869,0,0,0,0,0,0,0,0.54932197,0.969208913,0,0,0,0,,,,,,,,
870,0,0,0,0,0,0,0,0.54953537,0.962610577,0,0,0,0,,,,,,,,
871,0,0,0,0,0,0,0,0.549300173,0.95423534,0,0,0,0,,,,,,,,
872,0,0,0,0,0,0,0,0.54871708,0.931163723,0,0,0,0,,,,,,,,
873,0,0,0,0,0,0,0,0.547809253,0.856723757,0,0,0,0,,,,,,,,
874,0,0,0,0,0,0,0,0.54604748,0.711268573,0,0,0,0,,,,,,,,
875,0,0,0,0,0,0,0,0.54356097,0.506197107,0,0,0,0,,,,,,,,
876,0,0,0,0,0,0,0,0.540207867,0.290579773,0,0,0,0,,,,,,,,
877,0,0,0,0,0,0,0,0.536295367,0.13913369,0,0,0,0,,,,,,,,
878,0,0,0,0,0,0,0,0.534348533,0.05894937,0,0,0,0,,,,,,,,
879,0,0,0,0,0,0,0,0.53189492,0.02694909,0,0,0,0,,,,,,,,
880,0,0,0,0,0,0,0,0.531128137,0.01041728,0,0,0,0,,,,,,,,
881,0,0,0,0,0,0,0,0.530981037,0.003343327,0,0,0,0,,,,,,,,
882,0,0,0,0,0,0,0,0.53114672,0.001503827,0,0,0,0,,,,,,,,
883,0,0,0,0,0,0,0,0.53083261,0.000820353,0,0,0,0,,,,,,,,
884,0,0,0,0,0,0,0,0.527677507,0.000508527,0,0,0,0,,,,,,,,
885,0,0,0,0,0,0,0,0.52087286,0.00033435,0,0,0,0,,,,,,,,
886,0,0,0,0,0,0,0,0.51002083,0.000229053,0,0,0,0,,,,,,,,
887,0,0,0,0,0,0,0,0.494062813,0.000164347,0,0,0,0,,,,,,,,
888,0,0,0,0,0,0,0,0.47597006,0.000125063,0,0,0,0,,,,,,,,
889,0,0,0,0,0,0,0,0.45810338,0.000101603,0,0,0,0,,,,,,,,
890,0,0,0,0,0,0,0,0.443453653,8.64067E-05,0,0,0,0,,,,,,,,
891,0,0,0,0,0,0,0,0.431758847,7.43333E-05,0,0,0,0,,,,,,,,
892,0,0,0,0,0,0,0,0.425299757,0.00006587,0,0,0,0,,,,,,,,
893,0,0,0,0,0,0,0,0.424669573,0.00005905,0,0,0,0,,,,,,,,
894,0,0,0,0,0,0,0,0.42656335,5.39667E-05,0,0,0,0,,,,,,,,
895,0,0,0,0,0,0,0,0.426422503,5.12967E-05,0,0,0,0,,,,,,,,
896,0,0,0,0,0,0,0,0.418727817,4.66967E-05,0,0,0,0,,,,,,,,
897,0,0,0,0,0,0,0,0.39342091,4.60133E-05,0,0,0,0,,,,,,,,
898,0,0,0,0,0,0,0,0.347179577,1.55933E-05,0,0,0,0,,,,,,,,
899,0,0,0,0,0,0,0,0.28850659,0,0,0,0,0,,,,,,,,
900,0,0,0,0,0,0,0,0.224514743,0,0,0,0,0,,,,,,,,
901,0,0,0,0,0,0,0,0.16209893,0,0,0,0,0,,,,,,,,
902,0,0,0,0,0,0,0,0.109431263,0,0,0,0,0,,,,,,,,
903,0,0,0,0,0,0,0,0.071285477,0,0,0,0,0,,,,,,,,
904,0,0,0,0,0,0,0,0.047202347,0,0,0,0,0,,,,,,,,
905,0,0,0,0,0,0,0,0.030786087,0,0,0,0,0,,,,,,,,
906,0,0,0,0,0,0,0,0.019947967,0,0,0,0,0,,,,,,,,
907,0,0,0,0,0,0,0,0.010086823,0,0,0,0,0,,,,,,,,
908,0,0,0,0,0,0,0,0.0047747,0,0,0,0,0,,,,,,,,
909,0,0,0,0,0,0,0,0.003555683,0,0,0,0,0,,,,,,,,
910,0,0,0,0,0,0,0,0.002672663,0,0,0,0,0,,,,,,,,
911,0,0,0,0,0,0,0,0.002023657,0,0,0,0,0,,,,,,,,
912,0,0,0,0,0,0,0,0.001534527,0,0,0,0,0,,,,,,,,
913,0,0,0,0,0,0,0,0.001192657,0,0,0,0,0,,,,,,,,
914,0,0,0,0,0,0,0,0.000961117,0,0,0,0,0,,,,,,,,
915,0,0,0,0,0,0,0,0.000781173,0,0,0,0,0,,,,,,,,
916,0,0,0,0,0,0,0,0.000637147,0,0.00004625,0,0,0,,,,,,,,
917,0,0,0,0,0,0,0,0.000518833,0,4.78333E-05,0,0,0,,,,,,,,
918,0,0,0,0,0,0,0,0.000431067,0,4.90467E-05,0,0,0,,,,,,,,
919,0,0,0,0,0,0,0,0.000365337,0,5.12367E-05,0,0,0,,,,,,,,
920,0,0,0,0,0,0,0,0.00031548,0,0.00005311,0,0,0,,,,,,,,
921,0,0,0,0,0,0,0,0.000277177,0,5.49567E-05,0,0,0,,,,,,,,
922,0,0,0,0,0,0,0,0.00024452,0,0.00005709,0,0,0,,,,,,,,
923,0,0,0,0,0,0,0,7.98933E-05,0,0.00006052,0,0,0,,,,,,,,
924,0,0,0,0,0,0,0,0,0,6.33467E-05,0,0,0,,,,,,,,
925,0,0,0,0,0,0,0,0,0,6.79333E-05,0,0,0,,,,,,,,
926,0,0,0,0,0,0,0,0,0,0.00007393,0,0,0,,,,,,,,
927,0,0,0,0,0,0,0,0,0,0.00008402,0,0,0,,,,,,,,
928,0,0,0,0,0,0,0,0,0,0.00010135,0,0,0,,,,,,,,
929,0,0,0,0,0,0,0,0,0,0.000136703,0,0,0,,,,,,,,
930,0,0,0,0,0,0,0,0,0,0.004262403,0,0,0,,,,,,,,
931,0,0,0,0,0,0,0,0,0,0.015790313,0,0,0,,,,,,,,
932,0,0,0,0,0,0,0,0,0,0.057118077,0,0,0,,,,,,,,
933,0,0,0,0,0,0,0,0,0,0.14289353,0,0,0,,,,,,,,
934,0,0,0,0,0,0,0,0,0,0.268388383,0,0,0,,,,,,,,
935,0,0,0,0,0,0,0,0,0,0.431717597,0,0,0,,,,,,,,
936,0,0,0,0,0,0,0,0,0,0.5909267,0,0,0,,,,,,,,
937,0,0,0,0,0,0,0,0,0,0.7328813,0,0,0,,,,,,,,
938,0,0,0,0,0,0,0,0,0,0.850349947,0,0,0,,,,,,,,
939,0,0,0,0,0,0,0,0,0,0.947620533,0,0,0,,,,,,,,
940,0,0,0,0,0,0,0,0,0,0.991649893,0,0,0,,,,,,,,
941,0,0,0,0,0,0,0,0,0,0.998375633,0,0,0,,,,,,,,
942,0,0,0,0,0,0,0,0,0,0.991283397,0,0,0,,,,,,,,
943,0,0,0,0,0,0,0,0,0,0.976392187,0,0,0,,,,,,,,
944,0,0,0,0,0,0,0,0,0,0.968348763,0,0,0,,,,,,,,
945,0,0,0,0,0,0,0,0,0,0.975923827,0,0,0,,,,,,,,
946,0,0,0,0,0,0,0,0,0,0.961472637,0,0,0,,,,,,,,
947,0,0,0,0,0,0,0,0,0,0.958581973,0,0,0,,,,,,,,
948,0,0,0,0,0,0,0,0,0,0.93710425,0,0,0,,,,,,,,
949,0,0,0,0,0,0,0,0,0,0.923978267,0,0,0,,,,,,,,
950,0,0,0,0,0,0,0,0,0,0.89929277,0,0,0,,,,,,,,
951,0,0,0,0,0,0,0,0,0,0.892586863,0,0,0,,,,,,,,
952,0,0,0,0,0,0,0,0,0,0.838764323,0,0,0,,,,,,,,
953,0,0,0,0,0,0,0,0,0,0.750032107,0,0,0,,,,,,,,
954,0,0,0,0,0,0,0,0,0,0.61286803,0,0,0,,,,,,,,
955,0,0,0,0,0,0,0,0,0,0.465685123,0,0,0,,,,,,,,
956,0,0,0,0,0,0,0,0,0,0.338191817,0,0,0,,,,,,,,
957,0,0,0,0,0,0,0,0,0,0.227656033,0,0,0,,,,,,,,
958,0,0,0,0,0,0,0,0,0,0.131344493,0,0,0,,,,,,,,
959,0,0,0,0,0,0,0,0,0,0.05389756,0,0,0,,,,,,,,
960,0,0,0,0,0,0,0,0,0,0.016028117,0,0,0,,,,,,,,
961,0,0,0,0,0,0,0,0,0,0.004114023,0,0,0,,,,,,,,
962,0,0,0,0,0,0,0,0,0,0.00118979,0,0,0,,,,,,,,
963,0,0,0,0,0,0,0,0,0,0.000437213,0,0,0,,,,,,,,
964,0,0,0,0,0,0,0,0,0,0.000213603,0,0,0,,,,,,,,
965,0,0,0,0,0,0,0,0,0,0.000130187,0,0,0,,,,,,,,
966,0,0,0,0,0,0,0,0,0,0.00009221,0,0,0,,,,,,,,
967,0,0,0,0,0,0,0,0,0,7.42167E-05,0,0,0,,,,,,,,
968,0,0,0,0,0,0,0,0,0,0.00006479,0,0,0,,,,,,,,
969,0,0,0,0,0,0,0,0,0,0.00005911,0,0,0,,,,,,,,
